3354183380895514073,106,10362,"Always 🫂🇵🇸❤️
•
•
Follow @deeni.ukht4u
•
•
#freepalestine #istandwithpalestine #prayforpalestine #palestinewillbefree #repost #palestine #muslim #dua #trendingreels #trendingpost #postoftheday #dailypost #instagram #allahuakbar #alhamdulillah #instagramindia #indianmuslim #viralpage #explore #explorepage","Photo by ✨زينب✨ on April 25, 2024. May be an image of 11 people, flag and text that says 'You are the first thing i think of in the Morning. And the last thing think of at Night.'."
3293201451135172000,89,35298,Thank you @ahlan.my.darlings for the powerful illustration ❤️🖤🤍💚,"Photo shared by Flyers for Falastin on February 01, 2024 tagging @ahlan.my.darlings."
3371573573585784026,93,16967,"لقد فقد ساقه قبل أن يفقد حياته 🍉💔
He lost his leg before he his lost life
.
.
Art by @mohammed_alassar 🎨
.
.
.
.
.
#palestine #pleatine🇵🇸 #palestina #gaza savegaza #freegaza #freepalestine #savepalestine #غزة #فلسطين #فلسطين🇵🇸","Photo by Artist Mohammed Alassar 𓂆 🍉 in Gaza City with @everydaypalestine, @soso820102, @filasteeni, @souloffilasteen, and @flyers_for_falastin. May be an illustration of poster and text."
3372074159740963802,64,6319,"The emotions as hujjaj begin preparing for their Hajj 🕋🤍

#hajj #hajjsoon #hajj2024 #hajj1445

.
.
.
.
.
.
.
.
.
.

#dhulhijjah #dhulhijjah1445 #makkah #kabah #makkatulmukarramah #saudi #saudiarabia #hajji #yallahaji #hujjaj #nusuk #nusukk","Photo by Petals of Faith | Muslimah writer & illustrator on May 20, 2024. May be an illustration of ‎map, poster and ‎text that says '‎日 إلى_السجالحرام السي M TO HARAM May Allah invite us MayAllahinviteustoHis to His house houseagain again & again @PETALS_ @PETALS_OJ_FAITH /-FAITH‎'‎‎."
3177786685021404728,19,5169,Corniche Road,"Photo by سرد🕊️ on August 26, 2023."
3368500131419730882,3,88,"زوز.. واحد لحم وواحد مقاطعة!

#نعم_لمفاصعة_الدجاج_والبيض
#نعم_لمقاطعة_الدجاج_والبيض
#دروج","Photo by Drooj دروج on May 15, 2024."
3368628426137262363,498,34178,"NAKBA  IS NOT OVER 💔
#رمضان_أبوجزر #نكبة #gaza #palestine #gazaunderattack #قطر #فلسطين #غزة #حزن #صورة",
3360508249716677049,663,609642,@milliebobbybrown 💫she slays even with a cardboard box on her head #milliebobbybrown #paparazzi #paparazziphotos #fashion #outfitinspiration #fashionblogger #ａｅｓｔｈｅｔｉｃ #milliebobbybrownedit,
3313761797506926655,73,7203,"Let's start our day with this doa for our brothers and sister ❤️

#BBBest #BrainyBunch
#SuccessInBothWorlds",
3367756067905167691,154,50604,"Doa kami sentiasa untuk kamu saudaraku.
.
#prayforr4fahnow",
3371998556648859630,156,14497,It’s all about our culture. Our food our delicate and delicious cuisine Palastinian cuisine is the finest. (Bethlehem.) a story and a journey thru chef Fadi @fadi.f.kattan  quest for the best.  I had the pleasure of cooking with him.  He is a story teller and a magnificent attention to detail .. he will take you on a walk thru the town he loves,
3368123086341923600,0,334,"Out now in @sftpmag! 

Our reflections organizing with @cargilltenantsunion and how to practice science as agents of the class struggle. 

This article was a huge labor of love - shout out to authors @nickpoke, @sciencensnacks, and @kslininger, artists @kslininger, @lilyfillwalk, and @tamara.er, and all our comrades in @sftpnhv and @cargilltenantsunion 

🎨 Credits 🎨
Slide 1: @kslininger 
Slide 2: @kslininger 
Slide 3: @tamara.er with @matteofarinella remixes
Slide 4: @kslininger 
Slide 5: SftP logo and Scabby @kslininger, remixed red people @matteofarinella",
3370813240240239958,64,1344,"الحمدلله الذي رزقني روحاً من روحي ، ونبضاً من قلبي ، وأكرمني بأجمل العطايا .

{ ٱلۡمَالُ وَٱلۡبَنُونَ زِينَةُ ٱلۡحَيَوٰةِ ٱلدُّنۡيَاۖ وَٱلۡبَٰقِيَٰتُ ٱلصَّٰلِحَٰتُ خَيۡرٌ عِندَ رَبِّكَ ثَوَابٗا وَخَيۡرٌ أَمَلٗا }
وفي هذا الايام الصعبة التي نعيشها رُزقتُ بمولودتي البكر (سارة) ♥️
فأسال الله ان ينبتها نباتاً حسناً وان يبارك لي فيها وان يجعلها من البارين الصالحات🙏♥️ #غزة #فلسطين",
3351844401574332754,17,3,"●○●○●○●○●○●○●○●○●○●○●
[#BNHAOC]  Hellooooo, here I am bringing a new OC from another anime, BNHA!
I presend Shion Toukai, Gyoko's multiverse daughter😂❤️
I started watching BNHA a few weeks ago and I ended up hooked, so I offer my newest girlie and hopefully I'll bring more of her in the future💧

*Many references were used*

‼️DO NOT COPY/TRACE/STEAL‼️

•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
•
#myheroacademia #bokunoheroacademia #mha
#bnha #mhaocsheet #originalcharacter #ocxcanon #clipstudiopaint #quirk",
3354814349665873372,930,67899,"“A hidden gem” by @guldsmed_fiebodenhoff 
Gold and diamond recycled from old heirlooms.

📸 @guldsmed_fiebodenhoff 

Would you accept this as an engagement ring? 💍",
