3354183380895514073,17982733868674118,alfiani_eskopi,Free Palestine 🇵🇸,2024-05-21 03:35:03+00:00
3354183380895514073,18119530774363658,newell_ron,I 🇮🇱 🇮🇱 🇮🇱 try and think of Jesus every day,2024-05-19 10:49:17+00:00
3354183380895514073,17924313137880684,n.via__kr,Always yes 💔🩸🙏🏼🇵🇸😓😭,2024-05-18 20:31:19+00:00
3354183380895514073,18049266196725476,antonio.mika1,🤲🇵🇸😢😢,2024-05-18 14:06:23+00:00
3354183380895514073,18316979269182963,akram_wasimk,So true🙌❤️❤️❤️❤️,2024-05-17 21:46:13+00:00
3354183380895514073,18026947070508307,soumayawithy,True,2024-05-17 18:34:15+00:00
3354183380895514073,18313066969198983,gumruz7,❤️❤️❤️🙌,2024-05-17 15:23:27+00:00
3354183380895514073,17996310839412896,fatimah.4679,Free Palestine 🇯🇴🇯🇴🇯🇴,2024-05-17 12:15:41+00:00
3354183380895514073,18225276748263008,abderrafik_rached,#freepalestine,2024-05-16 20:33:07+00:00
3354183380895514073,18034518106787950,mus.fad.92,Free palestine ❤️❤️❤️,2024-05-15 00:31:23+00:00
3354183380895514073,17982733868674118,alfiani_eskopi,Free Palestine 🇵🇸,2024-05-21 03:35:03+00:00
3354183380895514073,18119530774363658,newell_ron,I 🇮🇱 🇮🇱 🇮🇱 try and think of Jesus every day,2024-05-19 10:49:17+00:00
3354183380895514073,17924313137880684,n.via__kr,Always yes 💔🩸🙏🏼🇵🇸😓😭,2024-05-18 20:31:19+00:00
3354183380895514073,18049266196725476,antonio.mika1,🤲🇵🇸😢😢,2024-05-18 14:06:23+00:00
3354183380895514073,18316979269182963,akram_wasimk,So true🙌❤️❤️❤️❤️,2024-05-17 21:46:13+00:00
3354183380895514073,18026947070508307,soumayawithy,True,2024-05-17 18:34:15+00:00
3354183380895514073,18313066969198983,gumruz7,❤️❤️❤️🙌,2024-05-17 15:23:27+00:00
3354183380895514073,17996310839412896,fatimah.4679,Free Palestine 🇯🇴🇯🇴🇯🇴,2024-05-17 12:15:41+00:00
3354183380895514073,18225276748263008,abderrafik_rached,#freepalestine,2024-05-16 20:33:07+00:00
3354183380895514073,18034518106787950,mus.fad.92,Free palestine ❤️❤️❤️,2024-05-15 00:31:23+00:00
3354183380895514073,17982733868674118,alfiani_eskopi,Free Palestine 🇵🇸,2024-05-21 03:35:03+00:00
3354183380895514073,18119530774363658,newell_ron,I 🇮🇱 🇮🇱 🇮🇱 try and think of Jesus every day,2024-05-19 10:49:17+00:00
3354183380895514073,17924313137880684,n.via__kr,Always yes 💔🩸🙏🏼🇵🇸😓😭,2024-05-18 20:31:19+00:00
3354183380895514073,18049266196725476,antonio.mika1,🤲🇵🇸😢😢,2024-05-18 14:06:23+00:00
3354183380895514073,18316979269182963,akram_wasimk,So true🙌❤️❤️❤️❤️,2024-05-17 21:46:13+00:00
3354183380895514073,18026947070508307,soumayawithy,True,2024-05-17 18:34:15+00:00
3354183380895514073,18313066969198983,gumruz7,❤️❤️❤️🙌,2024-05-17 15:23:27+00:00
3354183380895514073,17996310839412896,fatimah.4679,Free Palestine 🇯🇴🇯🇴🇯🇴,2024-05-17 12:15:41+00:00
3354183380895514073,18225276748263008,abderrafik_rached,#freepalestine,2024-05-16 20:33:07+00:00
3354183380895514073,18034518106787950,mus.fad.92,Free palestine ❤️❤️❤️,2024-05-15 00:31:23+00:00
3354183380895514073,18020600342231968,lyletteprimell,😢😢😢,2024-05-14 01:48:45+00:00
3354183380895514073,18011274452174281,that__israeli__kid,@jan_van_sumatranse freedom is near with fighter jets 🖕🏼,2024-05-13 20:46:06+00:00
3354183380895514073,18040180291869606,liron_re,🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱,2024-05-13 20:30:43+00:00
3354183380895514073,17861634822140798,hermoonlitworldx,🤲🏻🇵🇸,2024-05-13 06:32:42+00:00
3354183380895514073,18022918352141458,maythalila,#freepalestine,2024-05-12 22:16:26+00:00
3354183380895514073,17924077364891694,m_hamza_sultan,Free Palestine,2024-05-12 20:18:27+00:00
3354183380895514073,18019024313239414,sabisabi191,😢😢😢😢,2024-05-11 21:45:35+00:00
3354183380895514073,18003350339316237,xoxx_33_3,#helppalestine #helppalestine #helppalestine #helppalestine #helppalestine 🇵🇸🇵🇸🇵🇸,2024-05-11 20:34:28+00:00
3354183380895514073,17887720074034422,xoxx_33_3,#savepalestine #savepalestine #savepalestine #savepalestine #savepalestine 🇵🇸🇵🇸🇵🇸🇵🇸,2024-05-11 20:34:18+00:00
3354183380895514073,18004507421302533,xoxx_33_3,#freepalestine #freepalestine #freepalestine #freepalestine #freepalestine 🇵🇸🇵🇸🇵🇸,2024-05-11 20:34:09+00:00
3370235865665419224,17876254308084413,bruceleegoat,👍🏼💕,2024-05-21 07:00:08+00:00
3370235865665419224,17964798443625077,peteheuer,Palestine free of Hamas,2024-05-21 06:26:03+00:00
3370235865665419224,18011640251173580,mudi.deng,"@secular_crusaders lol, as if. You've just made it up on the spot",2024-05-21 06:10:51+00:00
3370235865665419224,18324729286134510,h4tk.nctriangle,"Power to the students. Power to the people. Power to the intifada revolution. Fuck Twelve. ✊🏼 

From the river to the sea, Palestine will be free. 🇵🇸✊🏼",2024-05-21 05:15:35+00:00
3370235865665419224,18041786038831464,rumahkucintaku,❤️🔥 #freepalestine,2024-05-21 04:13:54+00:00
3370235865665419224,17883742425013186,mikeseventyseven,Free Palestine 🇵🇸,2024-05-21 02:42:15+00:00
3370235865665419224,18323215207131709,geofffeyaerts,Goe gedaan!! ❤️ Gent rocks 🔥🔥🔥,2024-05-21 01:33:24+00:00
3370235865665419224,18041601454828324,onion_chef,We will never ever stop talking and supporting no matter what🇵🇸🍉#freepalestine❤️🇵🇸🍉,2024-05-21 00:30:33+00:00
3370235865665419224,18437389825036577,bint_yaafaa,"Hello everyone, since OOB is at max capacity, please consider helping me evacuate my family ❤️We’re so close to seeing them safe

 https://gofund.me/e2c7279e",2024-05-20 20:55:27+00:00
3370235865665419224,18310943179148938,ahmadfaruqui,Outstanding!,2024-05-20 20:49:28+00:00
3370235865665419224,17926869596888369,jessbeingblunt,PROTESTS WORK,2024-05-20 19:07:27+00:00
