3370235865665419224,856,33535,University of Ghent in Belgium divests and cuts ties with Israeli research centers after student mobilization,
3370642948080356608,5,1072,"Indigenous knowledge is how we must move forward to live. 

Repost from @congofriends
•
“Basandja centers around ancestral ecology ⬇️

which is an approach that revives ancient Indigenous knowledge as a practice that advocates for a holistic understanding of, and connection with, the earth.

Here the earth is seen not merely as a repository of material resources but as a holobiont, an ensemble of closely associated species interlinked through complex symbiotic relationships that hold the entirety of life systems in balance.

The story unfolds as a profound journey into the soul of the Isangi community and Tolaw villagers to map an ancient exchange with the forest that spans millennia.”
.
.
This text is an excerpt from an article that our friends over at @terralingua.langscape published recently.

The article is an excellent exploration of what Basandja looks like in practice, as well as a fantastic behind-the-scenes into the upcoming Basandja film that documents what how indigenous wisdom is being leveraged at the grassroots level—

from the rainforests to the mines—

to bring about the changes Congolese people need.
.
.
Check out the article at terralingua.org/langscape_articles/basandja/ (or Google “terralingua basandja”)

Also be sure to check out the trailer for Basandja at basandjafilm.org.

Congo will be free 🇨🇩",
3369211250640508542,41,-1,"There is nothing greater than Jewish Joy.  And THIS, right here...THIS is Jewish Joy. ⁠
⁠
I’m throwing it back to last weekend, celebrating my best friend’s daughter’s bat mitzvah.  My best friend who I met in 6th grade, and  became friends with as media center aids in the 8th grade. (We were in charge of the reference section...swipe all the way ➡️ for proof.) ⁠
⁠
We became friends at the same age our daughters are now. ⁠
⁠
But last weekend, despite all the darkness in the world around us, the light came on and we celebrated BIG TIME. Together with many of our friends from growing up and college, we put all of the Jewish Joy on the table. ⁠
⁠
One of the most special parts about this weekend is that this friend of mine is the one who taught me to appreciate what it means to be Jewish. 

This is a friend who listened to David Broza or Debbie Friedman, while most of us got into our cars in high school and popped in a mixed tape filled with @Phish (or that other band we no longer listen to.)
⁠
This is a friend who has more friends who are rabbis than most people have friends (which inherently means I do too...), and that makes us both incredibly #blessed. ⁠
⁠
She instilled in me the value of going to temple, knowing the meaning of the prayers and the importance of surrounding myself with Jewish community.  Ultimately, she was the one who convinced me to go on the trip that changed my life forever, @motlorg.⁠
⁠
And so celebrating the bat mitzvah my daughter in October and her daughter this past weekend, TOGETHER, has meaning beyond no other. And rght now, there is simply nothing better than a Jewish milestone celebration.  So find yourself a friend who’s having a bar or bat mitzvah...or one who’s getting married. ⁠
⁠
You will walk away with your heart filled in a way that I promise will carry you far into the next week and beyond. ⁠
⁠
And do you want to know the best part?  I get to do it all over again in a week...and then again three weeks later.  All with my oldest, dearest and closest of friends from growing up.
⁠
We are so damn lucky. #AmYisraelChai⁠
📸 @lefko76
⁠
#barmitzvah #mitzvah #batmitzvah #mazeltov #oldfriendsarethebestfriends #throwbackthursday",
3369530983136868467,42,6176,"4 rolls of film later 🎞️ 🇵🇰 ✈️ 

#minolta #fujifilmxt3",
3362367490796956420,921,74561,"From #ThePierreHotel to the #MetGala, #Shakira looks stunning. 🤩 #LivefromE",
3361517310643328875,17,-1,Welcome to Summer (Florida edition)🩵,
3366598172851446995,116,-1,I get to celebrate Mother’s Day thanks to these angels. My favorite people. My heart and souls 🤍 My little crew 🤍 All my smiles and all my purpose 🤍 Happy Mother’s Day 🤍,
3354053072189794186,38,-1,"Wrapped In Love & Anticipation #thefinalstretch before we get to meet the love of our lives ♥️👶🏽 
#mommytobe #motherhood #daddytobe #fatherhood #newchapter #miracleoflife #bumpdate",
3359251782099769804,7,420,"Day late, but the past 12 years with you have been my favorite. This life is just so much better with you in it. Love you Dabe 🤍",
3370047531207223348,51638,4131937,This video make her The Great Khali Dhaba,
3368683648577882071,85,10388,"gym is hard… why am i punished for being strong

#fuslie #streamer #gaming",
3368170726892037643,36,3,more hugs soon aa 🫂,
3356347680413326620,4,3,family of four 🐾,
3366586363335654532,37,424,"Everything I am and continue to strive to be, is because of you 👑

#happymothersday #boymom #momandson",
3369857217361744840,14109,1175019,😱😐,
3368770352443991272,8,77,"Amazon has done it again 🩷💕✨

🔗 in bio 

@floerns_us #amazonfinds #amazonfashion #amazondeals #amazonmusthaves #amazondress",
3366403561799697483,21,3,"It’s hard to believe I’ve been a mom for 23 years. I’m so grateful for my mother and my beautiful daughters who have grown into such fine loving young women whom I now get to enjoy as friends. Love you mom, char, and currcurr 💞 #happymothersday❤️ #mothersday #motherdaughter 🫶",
3356274197717634462,3,1476,weekly recap 🍷✈️🎙️🏳️‍🌈,
3358580303349819548,29,289,Life lately ✨,
3338447943227597639,246,96598,"Why they are like this 🤣

#explorepage #celebrity #reels #reelsinstagram #wholesome #kendalljenner #relatable #relatablememes",
3370829233666686610,0,7,גם כואב 🩸 וגם חייבים להמשיך לחיות,Photo by Rochel | רחל in Israel with @hananbenariofficial. May be an illustration of strawberry and text.
3371351367770986481,3,581,"אחריך המפקד, עם חיוך!

צילם: יואב וויס",
3369286417996162469,2,71,"Tune in next Tuesday, May 21st at 8PM ET to Dr. Phil Primetime! Dr. Zuhdi Jasser

I will participate in a conversation with Dr. Phil and other thought leaders about what’s happening in campuses across the United States…and so much more.

To watch the episode you can use this link to find your Merit Street Media Direct TV channel: 

https://www.meritstreetmedia.com/channel-finder/

Or download the Merit + app on any Smart TV or phone to watch Dr. Phil Primetime. 
 
https://www.drphil.com/

After the program airs, you may find clips of the program here:

https://youtube.com/@drphil?si=knFRz_qhMYe4WWRo",
